hour,day_of_week,lighting_factor,crowd_density,historical_incident_density,weather_factor,road_environment_factor,risk_score
4,1,0.75,0.2,0.7,0.1,0.4,72.4
4,1,0.75,0.45,0.7,0.1,0.4,67.89999999999999
4,1,0.75,0.7,0.7,0.1,0.4,63.4
4,1,0.75,0.9,0.7,0.1,0.4,59.8
4,1,0.9,0.2,0.7,0.1,0.4,68.8
4,1,0.9,0.45,0.7,0.1,0.4,64.3
4,1,0.9,0.7,0.7,0.1,0.4,59.8
4,1,0.9,0.9,0.7,0.1,0.4,56.199999999999996
4,2,0.25,0.2,0.2,0.2,0.0,68.0
4,2,0.25,0.45,0.2,0.2,0.0,63.5
4,2,0.25,0.7,0.2,0.2,0.0,59.0
4,2,0.25,0.9,0.2,0.2,0.0,55.4
4,2,0.5,0.2,0.2,0.2,0.0,62.0
4,2,0.5,0.45,0.2,0.2,0.0,57.5
4,2,0.5,0.7,0.2,0.2,0.0,53.0
4,2,0.5,0.9,0.2,0.2,0.0,49.4
4,2,0.75,0.2,0.2,0.2,0.0,56.0
4,2,0.75,0.45,0.2,0.2,0.0,51.5
4,2,0.75,0.7,0.2,0.2,0.0,47.0
4,2,0.75,0.9,0.2,0.2,0.0,43.4
4,2,0.9,0.2,0.2,0.2,0.0,52.4
4,2,0.9,0.45,0.2,0.2,0.0,47.9
4,2,0.9,0.7,0.2,0.2,0.0,43.4
4,2,0.9,0.9,0.2,0.2,0.0,39.8
4,3,0.25,0.2,0.7,0.3,0.1,80.60000000000001
4,3,0.25,0.45,0.7,0.3,0.1,76.10000000000001
4,3,0.25,0.7,0.7,0.3,0.1,71.60000000000001
4,3,0.25,0.9,0.7,0.3,0.1,68.0
4,3,0.5,0.2,0.7,0.3,0.1,74.60000000000001
4,3,0.5,0.45,0.7,0.3,0.1,70.10000000000001
4,3,0.5,0.7,0.7,0.3,0.1,65.6
4,3,0.5,0.9,0.7,0.3,0.1,61.99999999999999
4,3,0.75,0.2,0.7,0.3,0.1,68.60000000000001
4,3,0.75,0.45,0.7,0.3,0.1,64.1
4,3,0.75,0.7,0.7,0.3,0.1,59.599999999999994
4,3,0.75,0.9,0.7,0.3,0.1,55.99999999999999
4,3,0.9,0.2,0.7,0.3,0.1,65.0
4,3,0.9,0.45,0.7,0.3,0.1,60.49999999999999
4,3,0.9,0.7,0.7,0.3,0.1,55.99999999999999
4,3,0.9,0.9,0.7,0.3,0.1,52.39999999999999
4,4,0.25,0.2,0.2,0.0,0.2,70.0
4,4,0.25,0.45,0.2,0.0,0.2,65.5
4,4,0.25,0.7,0.2,0.0,0.2,61.0
4,4,0.25,0.9,0.2,0.0,0.2,57.4
4,4,0.5,0.2,0.2,0.0,0.2,64.0
4,4,0.5,0.45,0.2,0.0,0.2,59.5
4,4,0.5,0.7,0.2,0.0,0.2,55.0
4,4,0.5,0.9,0.2,0.0,0.2,51.4
4,4,0.75,0.2,0.2,0.0,0.2,58.0
4,4,0.75,0.45,0.2,0.0,0.2,53.5
4,4,0.75,0.7,0.2,0.0,0.2,49.0
4,4,0.75,0.9,0.2,0.0,0.2,45.4
4,4,0.9,0.2,0.2,0.0,0.2,54.4
4,4,0.9,0.45,0.2,0.0,0.2,49.9
4,4,0.9,0.7,0.2,0.0,0.2,45.4
4,4,0.9,0.9,0.2,0.0,0.2,41.8
4,5,0.25,0.2,0.7,0.1,0.3,82.60000000000001
4,5,0.25,0.45,0.7,0.1,0.3,78.10000000000001
4,5,0.25,0.7,0.7,0.1,0.3,73.60000000000001
4,5,0.25,0.9,0.7,0.1,0.3,70.0
4,5,0.5,0.2,0.7,0.1,0.3,76.60000000000001
4,5,0.5,0.45,0.7,0.1,0.3,72.10000000000001
4,5,0.5,0.7,0.7,0.1,0.3,67.6
4,5,0.5,0.9,0.7,0.1,0.3,63.99999999999999
4,5,0.75,0.2,0.7,0.1,0.3,70.60000000000001
4,5,0.75,0.45,0.7,0.1,0.3,66.1
4,5,0.75,0.7,0.7,0.1,0.3,61.599999999999994
4,5,0.75,0.9,0.7,0.1,0.3,57.99999999999999
4,5,0.9,0.2,0.7,0.1,0.3,67.0
4,5,0.9,0.45,0.7,0.1,0.3,62.49999999999999
4,5,0.9,0.7,0.7,0.1,0.3,57.99999999999999
4,5,0.9,0.9,0.7,0.1,0.3,54.39999999999999
4,6,0.25,0.2,0.2,0.2,0.4,75.2
4,6,0.25,0.45,0.2,0.2,0.4,70.7
4,6,0.25,0.7,0.2,0.2,0.4,66.2
4,6,0.25,0.9,0.2,0.2,0.4,62.6
4,6,0.5,0.2,0.2,0.2,0.4,69.2
4,6,0.5,0.45,0.2,0.2,0.4,64.7
4,6,0.5,0.7,0.2,0.2,0.4,60.2
4,6,0.5,0.9,0.2,0.2,0.4,56.6
4,6,0.75,0.2,0.2,0.2,0.4,63.2
4,6,0.75,0.45,0.2,0.2,0.4,58.7
4,6,0.75,0.7,0.2,0.2,0.4,54.2
4,6,0.75,0.9,0.2,0.2,0.4,50.6
4,6,0.9,0.2,0.2,0.2,0.4,59.6
4,6,0.9,0.45,0.2,0.2,0.4,55.1
4,6,0.9,0.7,0.2,0.2,0.4,50.6
4,6,0.9,0.9,0.2,0.2,0.4,47.0
5,0,0.25,0.2,0.5,0.1,0.0,73.2
5,0,0.25,0.45,0.5,0.1,0.0,68.7
5,0,0.25,0.7,0.5,0.1,0.0,64.2
5,0,0.25,0.9,0.5,0.1,0.0,60.599999999999994
5,0,0.5,0.2,0.5,0.1,0.0,67.2
5,0,0.5,0.45,0.5,0.1,0.0,62.699999999999996
5,0,0.5,0.7,0.5,0.1,0.0,58.199999999999996
5,0,0.5,0.9,0.5,0.1,0.0,54.599999999999994
5,0,0.75,0.2,0.5,0.1,0.0,61.199999999999996
5,0,0.75,0.45,0.5,0.1,0.0,56.699999999999996
5,0,0.75,0.7,0.5,0.1,0.0,52.199999999999996
5,0,0.75,0.9,0.5,0.1,0.0,48.599999999999994
5,0,0.9,0.2,0.5,0.1,0.0,57.599999999999994
5,0,0.9,0.45,0.5,0.1,0.0,53.099999999999994
5,0,0.9,0.7,0.5,0.1,0.0,48.599999999999994
5,0,0.9,0.9,0.5,0.1,0.0,44.99999999999999
5,1,0.25,0.2,0.0,0.2,0.1,65.8
5,1,0.25,0.45,0.0,0.2,0.1,61.3
5,1,0.25,0.7,0.0,0.2,0.1,56.8
5,1,0.25,0.9,0.0,0.2,0.1,53.199999999999996
5,1,0.5,0.2,0.0,0.2,0.1,59.8
5,1,0.5,0.45,0.0,0.2,0.1,55.3
5,1,0.5,0.7,0.0,0.2,0.1,50.8
5,1,0.5,0.9,0.0,0.2,0.1,47.199999999999996
5,1,0.75,0.2,0.0,0.2,0.1,53.8
5,1,0.75,0.45,0.0,0.2,0.1,49.3
5,1,0.75,0.7,0.0,0.2,0.1,44.8
5,1,0.75,0.9,0.0,0.2,0.1,41.199999999999996
5,1,0.9,0.2,0.0,0.2,0.1,50.199999999999996
5,1,0.9,0.45,0.0,0.2,0.1,45.699999999999996
5,1,0.9,0.7,0.0,0.2,0.1,41.199999999999996
5,1,0.9,0.9,0.0,0.2,0.1,37.599999999999994
5,2,0.25,0.2,0.5,0.3,0.2,78.4
5,2,0.25,0.45,0.5,0.3,0.2,73.9
5,2,0.25,0.7,0.5,0.3,0.2,69.39999999999999
5,2,0.25,0.9,0.5,0.3,0.2,65.8
5,2,0.5,0.2,0.5,0.3,0.2,72.4
5,2,0.5,0.45,0.5,0.3,0.2,67.89999999999999
5,2,0.5,0.7,0.5,0.3,0.2,63.4
5,2,0.5,0.9,0.5,0.3,0.2,59.8
5,2,0.75,0.2,0.5,0.3,0.2,66.39999999999999
5,2,0.75,0.45,0.5,0.3,0.2,61.9
5,2,0.75,0.7,0.5,0.3,0.2,57.4
5,2,0.75,0.9,0.5,0.3,0.2,53.8
5,2,0.9,0.2,0.5,0.3,0.2,62.8
5,2,0.9,0.45,0.5,0.3,0.2,58.3
5,2,0.9,0.7,0.5,0.3,0.2,53.8
5,2,0.9,0.9,0.5,0.3,0.2,50.199999999999996
5,3,0.25,0.2,0.0,0.0,0.3,67.8
5,3,0.25,0.45,0.0,0.0,0.3,63.3
5,3,0.25,0.7,0.0,0.0,0.3,58.8
5,3,0.25,0.9,0.0,0.0,0.3,55.199999999999996
5,3,0.5,0.2,0.0,0.0,0.3,61.8
5,3,0.5,0.45,0.0,0.0,0.3,57.3
5,3,0.5,0.7,0.0,0.0,0.3,52.8
5,3,0.5,0.9,0.0,0.0,0.3,49.199999999999996
5,3,0.75,0.2,0.0,0.0,0.3,55.8
5,3,0.75,0.45,0.0,0.0,0.3,51.3
5,3,0.75,0.7,0.0,0.0,0.3,46.8
5,3,0.75,0.9,0.0,0.0,0.3,43.199999999999996
5,3,0.9,0.2,0.0,0.0,0.3,52.199999999999996
5,3,0.9,0.45,0.0,0.0,0.3,47.699999999999996
5,3,0.9,0.7,0.0,0.0,0.3,43.199999999999996
5,3,0.9,0.9,0.0,0.0,0.3,39.599999999999994
5,4,0.25,0.2,0.5,0.1,0.4,80.4
5,4,0.25,0.45,0.5,0.1,0.4,75.9
5,4,0.25,0.7,0.5,0.1,0.4,71.4
5,4,0.25,0.9,0.5,0.1,0.4,67.8
5,4,0.5,0.2,0.5,0.1,0.4,74.4
5,4,0.5,0.45,0.5,0.1,0.4,69.89999999999999
5,4,0.5,0.7,0.5,0.1,0.4,65.39999999999999
5,4,0.5,0.9,0.5,0.1,0.4,61.8
5,4,0.75,0.2,0.5,0.1,0.4,68.39999999999999
5,4,0.75,0.45,0.5,0.1,0.4,63.9
5,4,0.75,0.7,0.5,0.1,0.4,59.4
5,4,0.75,0.9,0.5,0.1,0.4,55.8
5,4,0.9,0.2,0.5,0.1,0.4,64.8
5,4,0.9,0.45,0.5,0.1,0.4,60.3
5,4,0.9,0.7,0.5,0.1,0.4,55.8
5,4,0.9,0.9,0.5,0.1,0.4,52.199999999999996
5,5,0.25,0.2,0.0,0.2,0.0,64.0
5,5,0.25,0.45,0.0,0.2,0.0,59.5
5,5,0.25,0.7,0.0,0.2,0.0,55.0
5,5,0.25,0.9,0.0,0.2,0.0,51.4
5,5,0.5,0.2,0.0,0.2,0.0,58.0
5,5,0.5,0.45,0.0,0.2,0.0,53.5
5,5,0.5,0.7,0.0,0.2,0.0,49.0
5,5,0.5,0.9,0.0,0.2,0.0,45.4
5,5,0.75,0.2,0.0,0.2,0.0,52.0
5,5,0.75,0.45,0.0,0.2,0.0,47.5
5,5,0.75,0.7,0.0,0.2,0.0,43.0
5,5,0.75,0.9,0.0,0.2,0.0,39.4
5,5,0.9,0.2,0.0,0.2,0.0,48.4
5,5,0.9,0.45,0.0,0.2,0.0,43.9
5,5,0.9,0.7,0.0,0.2,0.0,39.4
5,5,0.9,0.9,0.0,0.2,0.0,35.8
5,6,0.25,0.2,0.5,0.3,0.1,76.60000000000001
5,6,0.25,0.45,0.5,0.3,0.1,72.10000000000001
5,6,0.25,0.7,0.5,0.3,0.1,67.6
5,6,0.25,0.9,0.5,0.3,0.1,63.99999999999999
5,6,0.5,0.2,0.5,0.3,0.1,70.60000000000001
5,6,0.5,0.45,0.5,0.3,0.1,66.1
5,6,0.5,0.7,0.5,0.3,0.1,61.599999999999994
5,6,0.5,0.9,0.5,0.3,0.1,57.99999999999999
5,6,0.75,0.2,0.5,0.3,0.1,64.6
5,6,0.75,0.45,0.5,0.3,0.1,60.099999999999994
5,6,0.75,0.7,0.5,0.3,0.1,55.599999999999994
5,6,0.75,0.9,0.5,0.3,0.1,51.99999999999999
5,6,0.9,0.2,0.5,0.3,0.1,60.99999999999999
5,6,0.9,0.45,0.5,0.3,0.1,56.49999999999999
5,6,0.9,0.7,0.5,0.3,0.1,51.99999999999999
5,6,0.9,0.9,0.5,0.3,0.1,48.39999999999999
6,0,0.25,0.2,0.8,0.2,0.2,53.6
6,0,0.25,0.45,0.8,0.2,0.2,49.1
6,0,0.25,0.7,0.8,0.2,0.2,44.6
6,0,0.25,0.9,0.8,0.2,0.2,41.0
6,0,0.5,0.2,0.8,0.2,0.2,47.6
6,0,0.5,0.45,0.8,0.2,0.2,43.1
6,0,0.5,0.7,0.8,0.2,0.2,38.6
6,0,0.5,0.9,0.8,0.2,0.2,35.0
6,0,0.75,0.2,0.8,0.2,0.2,41.6
6,0,0.75,0.45,0.8,0.2,0.2,37.1
6,0,0.75,0.7,0.8,0.2,0.2,32.6
6,0,0.75,0.9,0.8,0.2,0.2,29.000000000000004
6,0,0.9,0.2,0.8,0.2,0.2,38.0
6,0,0.9,0.45,0.8,0.2,0.2,33.5
6,0,0.9,0.7,0.8,0.2,0.2,29.000000000000004
6,0,0.9,0.9,0.8,0.2,0.2,25.400000000000002
6,1,0.25,0.2,0.3,0.3,0.3,46.199999999999996
6,1,0.25,0.45,0.3,0.3,0.3,41.699999999999996
6,1,0.25,0.7,0.3,0.3,0.3,37.199999999999996
6,1,0.25,0.9,0.3,0.3,0.3,33.6
6,1,0.5,0.2,0.3,0.3,0.3,40.199999999999996
6,1,0.5,0.45,0.3,0.3,0.3,35.699999999999996
6,1,0.5,0.7,0.3,0.3,0.3,31.199999999999996
6,1,0.5,0.9,0.3,0.3,0.3,27.599999999999994
6,1,0.75,0.2,0.3,0.3,0.3,34.199999999999996
6,1,0.75,0.45,0.3,0.3,0.3,29.699999999999996
6,1,0.75,0.7,0.3,0.3,0.3,25.199999999999996
6,1,0.75,0.9,0.3,0.3,0.3,21.599999999999998
6,1,0.9,0.2,0.3,0.3,0.3,30.599999999999998
6,1,0.9,0.45,0.3,0.3,0.3,26.099999999999998
6,1,0.9,0.7,0.3,0.3,0.3,21.599999999999998
6,1,0.9,0.9,0.3,0.3,0.3,18.0
6,2,0.25,0.2,0.8,0.0,0.4,55.6
6,2,0.25,0.45,0.8,0.0,0.4,51.1
6,2,0.25,0.7,0.8,0.0,0.4,46.6
6,2,0.25,0.9,0.8,0.0,0.4,43.0
6,2,0.5,0.2,0.8,0.0,0.4,49.6
6,2,0.5,0.45,0.8,0.0,0.4,45.1
6,2,0.5,0.7,0.8,0.0,0.4,40.6
6,2,0.5,0.9,0.8,0.0,0.4,37.0
6,2,0.75,0.2,0.8,0.0,0.4,43.6
6,2,0.75,0.45,0.8,0.0,0.4,39.1
6,2,0.75,0.7,0.8,0.0,0.4,34.6
6,2,0.75,0.9,0.8,0.0,0.4,31.0
6,2,0.9,0.2,0.8,0.0,0.4,40.0
6,2,0.9,0.45,0.8,0.0,0.4,35.5
6,2,0.9,0.7,0.8,0.0,0.4,31.0
6,2,0.9,0.9,0.8,0.0,0.4,27.4
6,3,0.25,0.2,0.3,0.1,0.0,39.199999999999996
6,3,0.25,0.45,0.3,0.1,0.0,34.699999999999996
6,3,0.25,0.7,0.3,0.1,0.0,30.2
6,3,0.25,0.9,0.3,0.1,0.0,26.6
6,3,0.5,0.2,0.3,0.1,0.0,33.199999999999996
6,3,0.5,0.45,0.3,0.1,0.0,28.7
6,3,0.5,0.7,0.3,0.1,0.0,24.2
6,3,0.5,0.9,0.3,0.1,0.0,20.599999999999998
6,3,0.75,0.2,0.3,0.1,0.0,27.2
6,3,0.75,0.45,0.3,0.1,0.0,22.7
6,3,0.75,0.7,0.3,0.1,0.0,18.2
6,3,0.75,0.9,0.3,0.1,0.0,14.600000000000001
6,3,0.9,0.2,0.3,0.1,0.0,23.6
6,3,0.9,0.45,0.3,0.1,0.0,19.1
6,3,0.9,0.7,0.3,0.1,0.0,14.600000000000001
6,3,0.9,0.9,0.3,0.1,0.0,11.0
6,4,0.25,0.2,0.8,0.2,0.1,51.8
6,4,0.25,0.45,0.8,0.2,0.1,47.3
6,4,0.25,0.7,0.8,0.2,0.1,42.8
6,4,0.25,0.9,0.8,0.2,0.1,39.199999999999996
6,4,0.5,0.2,0.8,0.2,0.1,45.8
6,4,0.5,0.45,0.8,0.2,0.1,41.3
6,4,0.5,0.7,0.8,0.2,0.1,36.8
6,4,0.5,0.9,0.8,0.2,0.1,33.199999999999996
6,4,0.75,0.2,0.8,0.2,0.1,39.8
6,4,0.75,0.45,0.8,0.2,0.1,35.3
6,4,0.75,0.7,0.8,0.2,0.1,30.8
6,4,0.75,0.9,0.8,0.2,0.1,27.200000000000003
6,4,0.9,0.2,0.8,0.2,0.1,36.199999999999996
6,4,0.9,0.45,0.8,0.2,0.1,31.700000000000003
6,4,0.9,0.7,0.8,0.2,0.1,27.200000000000003
6,4,0.9,0.9,0.8,0.2,0.1,23.6
6,5,0.25,0.2,0.3,0.3,0.2,44.4
6,5,0.25,0.45,0.3,0.3,0.2,39.9
6,5,0.25,0.7,0.3,0.3,0.2,35.4
6,5,0.25,0.9,0.3,0.3,0.2,31.8
6,5,0.5,0.2,0.3,0.3,0.2,38.4
6,5,0.5,0.45,0.3,0.3,0.2,33.9
6,5,0.5,0.7,0.3,0.3,0.2,29.4
6,5,0.5,0.9,0.3,0.3,0.2,25.799999999999997
6,5,0.75,0.2,0.3,0.3,0.2,32.4
6,5,0.75,0.45,0.3,0.3,0.2,27.9
6,5,0.75,0.7,0.3,0.3,0.2,23.4
6,5,0.75,0.9,0.3,0.3,0.2,19.8
6,5,0.9,0.2,0.3,0.3,0.2,28.8
6,5,0.9,0.45,0.3,0.3,0.2,24.3
6,5,0.9,0.7,0.3,0.3,0.2,19.8
6,5,0.9,0.9,0.3,0.3,0.2,16.2
6,6,0.25,0.2,0.8,0.0,0.3,53.8
6,6,0.25,0.45,0.8,0.0,0.3,49.3
6,6,0.25,0.7,0.8,0.0,0.3,44.8
6,6,0.25,0.9,0.8,0.0,0.3,41.199999999999996
6,6,0.5,0.2,0.8,0.0,0.3,47.8
6,6,0.5,0.45,0.8,0.0,0.3,43.3
6,6,0.5,0.7,0.8,0.0,0.3,38.8
6,6,0.5,0.9,0.8,0.0,0.3,35.199999999999996
6,6,0.75,0.2,0.8,0.0,0.3,41.8
6,6,0.75,0.45,0.8,0.0,0.3,37.3
6,6,0.75,0.7,0.8,0.0,0.3,32.8
6,6,0.75,0.9,0.8,0.0,0.3,29.2
6,6,0.9,0.2,0.8,0.0,0.3,38.199999999999996
6,6,0.9,0.45,0.8,0.0,0.3,33.7
6,6,0.9,0.7,0.8,0.0,0.3,29.2
6,6,0.9,0.9,0.8,0.0,0.3,25.599999999999998
7,0,0.25,0.2,0.1,0.3,0.4,44.0
7,0,0.25,0.45,0.1,0.3,0.4,39.5
7,0,0.25,0.7,0.1,0.3,0.4,35.0
7,0,0.25,0.9,0.1,0.3,0.4,31.4
7,0,0.5,0.2,0.1,0.3,0.4,38.0
7,0,0.5,0.45,0.1,0.3,0.4,33.5
7,0,0.5,0.7,0.1,0.3,0.4,28.999999999999996
7,0,0.5,0.9,0.1,0.3,0.4,25.4
7,0,0.75,0.2,0.1,0.3,0.4,31.999999999999996
7,0,0.75,0.45,0.1,0.3,0.4,27.499999999999996
7,0,0.75,0.7,0.1,0.3,0.4,23.0
7,0,0.75,0.9,0.1,0.3,0.4,19.400000000000002
7,0,0.9,0.2,0.1,0.3,0.4,28.4
7,0,0.9,0.45,0.1,0.3,0.4,23.9
7,0,0.9,0.7,0.1,0.3,0.4,19.400000000000002
7,0,0.9,0.9,0.1,0.3,0.4,15.8
7,1,0.25,0.2,0.6,0.0,0.0,44.4
7,1,0.25,0.45,0.6,0.0,0.0,39.9
7,1,0.25,0.7,0.6,0.0,0.0,35.4
7,1,0.25,0.9,0.6,0.0,0.0,31.8
7,1,0.5,0.2,0.6,0.0,0.0,38.4
7,1,0.5,0.45,0.6,0.0,0.0,33.9
7,1,0.5,0.7,0.6,0.0,0.0,29.4
7,1,0.5,0.9,0.6,0.0,0.0,25.799999999999997
7,1,0.75,0.2,0.6,0.0,0.0,32.4
7,1,0.75,0.45,0.6,0.0,0.0,27.9
7,1,0.75,0.7,0.6,0.0,0.0,23.4
7,1,0.75,0.9,0.6,0.0,0.0,19.8
7,1,0.9,0.2,0.6,0.0,0.0,28.8
7,1,0.9,0.45,0.6,0.0,0.0,24.3
7,1,0.9,0.7,0.6,0.0,0.0,19.8
7,1,0.9,0.9,0.6,0.0,0.0,16.2
7,2,0.25,0.2,0.1,0.1,0.1,36.99999999999999
7,2,0.25,0.45,0.1,0.1,0.1,32.5
7,2,0.25,0.7,0.1,0.1,0.1,28.0
7,2,0.25,0.9,0.1,0.1,0.1,24.400000000000002
7,2,0.5,0.2,0.1,0.1,0.1,31.0
7,2,0.5,0.45,0.1,0.1,0.1,26.5
7,2,0.5,0.7,0.1,0.1,0.1,22.0
7,2,0.5,0.9,0.1,0.1,0.1,18.4
7,2,0.75,0.2,0.1,0.1,0.1,25.0
7,2,0.75,0.45,0.1,0.1,0.1,20.5
7,2,0.75,0.7,0.1,0.1,0.1,16.0
7,2,0.75,0.9,0.1,0.1,0.1,12.400000000000002
7,2,0.9,0.2,0.1,0.1,0.1,21.400000000000002
7,2,0.9,0.45,0.1,0.1,0.1,16.900000000000002
7,2,0.9,0.7,0.1,0.1,0.1,12.400000000000002
7,2,0.9,0.9,0.1,0.1,0.1,8.799999999999999
7,3,0.25,0.2,0.6,0.2,0.2,49.6
7,3,0.25,0.45,0.6,0.2,0.2,45.1
7,3,0.25,0.7,0.6,0.2,0.2,40.6
7,3,0.25,0.9,0.6,0.2,0.2,37.0
7,3,0.5,0.2,0.6,0.2,0.2,43.6
7,3,0.5,0.45,0.6,0.2,0.2,39.1
7,3,0.5,0.7,0.6,0.2,0.2,34.6
7,3,0.5,0.9,0.6,0.2,0.2,31.0
7,3,0.75,0.2,0.6,0.2,0.2,37.6
7,3,0.75,0.45,0.6,0.2,0.2,33.1
7,3,0.75,0.7,0.6,0.2,0.2,28.6
7,3,0.75,0.9,0.6,0.2,0.2,25.000000000000004
7,3,0.9,0.2,0.6,0.2,0.2,34.0
7,3,0.9,0.45,0.6,0.2,0.2,29.500000000000004
7,3,0.9,0.7,0.6,0.2,0.2,25.000000000000004
7,3,0.9,0.9,0.6,0.2,0.2,21.400000000000002
7,4,0.25,0.2,0.1,0.3,0.3,42.199999999999996
7,4,0.25,0.45,0.1,0.3,0.3,37.699999999999996
7,4,0.25,0.7,0.1,0.3,0.3,33.199999999999996
7,4,0.25,0.9,0.1,0.3,0.3,29.599999999999998
7,4,0.5,0.2,0.1,0.3,0.3,36.199999999999996
7,4,0.5,0.45,0.1,0.3,0.3,31.699999999999996
7,4,0.5,0.7,0.1,0.3,0.3,27.199999999999996
7,4,0.5,0.9,0.1,0.3,0.3,23.599999999999998
7,4,0.75,0.2,0.1,0.3,0.3,30.199999999999996
7,4,0.75,0.45,0.1,0.3,0.3,25.699999999999996
7,4,0.75,0.7,0.1,0.3,0.3,21.2
7,4,0.75,0.9,0.1,0.3,0.3,17.6
7,4,0.9,0.2,0.1,0.3,0.3,26.599999999999998
7,4,0.9,0.45,0.1,0.3,0.3,22.099999999999998
7,4,0.9,0.7,0.1,0.3,0.3,17.6
7,4,0.9,0.9,0.1,0.3,0.3,14.0
7,5,0.25,0.2,0.6,0.0,0.4,51.6
7,5,0.25,0.45,0.6,0.0,0.4,47.1
7,5,0.25,0.7,0.6,0.0,0.4,42.6
7,5,0.25,0.9,0.6,0.0,0.4,39.0
7,5,0.5,0.2,0.6,0.0,0.4,45.6
7,5,0.5,0.45,0.6,0.0,0.4,41.1
7,5,0.5,0.7,0.6,0.0,0.4,36.6
7,5,0.5,0.9,0.6,0.0,0.4,33.0
7,5,0.75,0.2,0.6,0.0,0.4,39.6
7,5,0.75,0.45,0.6,0.0,0.4,35.1
7,5,0.75,0.7,0.6,0.0,0.4,30.599999999999998
7,5,0.75,0.9,0.6,0.0,0.4,27.0
7,5,0.9,0.2,0.6,0.0,0.4,36.0
7,5,0.9,0.45,0.6,0.0,0.4,31.5
7,5,0.9,0.7,0.6,0.0,0.4,27.0
7,5,0.9,0.9,0.6,0.0,0.4,23.4
7,6,0.25,0.2,0.1,0.1,0.0,35.199999999999996
7,6,0.25,0.45,0.1,0.1,0.0,30.7
7,6,0.25,0.7,0.1,0.1,0.0,26.2
7,6,0.25,0.9,0.1,0.1,0.0,22.6
7,6,0.5,0.2,0.1,0.1,0.0,29.2
7,6,0.5,0.45,0.1,0.1,0.0,24.7
7,6,0.5,0.7,0.1,0.1,0.0,20.2
7,6,0.5,0.9,0.1,0.1,0.0,16.599999999999998
7,6,0.75,0.2,0.1,0.1,0.0,23.2
7,6,0.75,0.45,0.1,0.1,0.0,18.7
7,6,0.75,0.7,0.1,0.1,0.0,14.200000000000001
7,6,0.75,0.9,0.1,0.1,0.0,10.600000000000001
7,6,0.9,0.2,0.1,0.1,0.0,19.6
7,6,0.9,0.45,0.1,0.1,0.0,15.100000000000001
7,6,0.9,0.7,0.1,0.1,0.0,10.600000000000001
7,6,0.9,0.9,0.1,0.1,0.0,6.999999999999999
8,0,0.25,0.2,0.4,0.0,0.1,42.199999999999996
8,0,0.25,0.45,0.4,0.0,0.1,37.699999999999996
8,0,0.25,0.7,0.4,0.0,0.1,33.199999999999996
8,0,0.25,0.9,0.4,0.0,0.1,29.6
8,0,0.5,0.2,0.4,0.0,0.1,36.199999999999996
8,0,0.5,0.45,0.4,0.0,0.1,31.7
8,0,0.5,0.7,0.4,0.0,0.1,27.2
8,0,0.5,0.9,0.4,0.0,0.1,23.599999999999998
8,0,0.75,0.2,0.4,0.0,0.1,30.2
8,0,0.75,0.45,0.4,0.0,0.1,25.7
8,0,0.75,0.7,0.4,0.0,0.1,21.2
8,0,0.75,0.9,0.4,0.0,0.1,17.6
8,0,0.9,0.2,0.4,0.0,0.1,26.6
8,0,0.9,0.45,0.4,0.0,0.1,22.1
8,0,0.9,0.7,0.4,0.0,0.1,17.6
8,0,0.9,0.9,0.4,0.0,0.1,14.0
8,1,0.25,0.2,0.9,0.1,0.2,54.8
8,1,0.25,0.45,0.9,0.1,0.2,50.3
8,1,0.25,0.7,0.9,0.1,0.2,45.8
8,1,0.25,0.9,0.9,0.1,0.2,42.199999999999996
8,1,0.5,0.2,0.9,0.1,0.2,48.8
8,1,0.5,0.45,0.9,0.1,0.2,44.3
8,1,0.5,0.7,0.9,0.1,0.2,39.8
8,1,0.5,0.9,0.9,0.1,0.2,36.199999999999996
8,1,0.75,0.2,0.9,0.1,0.2,42.8
8,1,0.75,0.45,0.9,0.1,0.2,38.3
8,1,0.75,0.7,0.9,0.1,0.2,33.8
8,1,0.75,0.9,0.9,0.1,0.2,30.200000000000003
8,1,0.9,0.2,0.9,0.1,0.2,39.199999999999996
8,1,0.9,0.45,0.9,0.1,0.2,34.7
8,1,0.9,0.7,0.9,0.1,0.2,30.200000000000003
8,1,0.9,0.9,0.9,0.1,0.2,26.6
8,2,0.25,0.2,0.4,0.2,0.3,47.4
8,2,0.25,0.45,0.4,0.2,0.3,42.9
8,2,0.25,0.7,0.4,0.2,0.3,38.4
8,2,0.25,0.9,0.4,0.2,0.3,34.800000000000004
8,2,0.5,0.2,0.4,0.2,0.3,41.4
8,2,0.5,0.45,0.4,0.2,0.3,36.9
8,2,0.5,0.7,0.4,0.2,0.3,32.4
8,2,0.5,0.9,0.4,0.2,0.3,28.799999999999997
8,2,0.75,0.2,0.4,0.2,0.3,35.4
8,2,0.75,0.45,0.4,0.2,0.3,30.9
8,2,0.75,0.7,0.4,0.2,0.3,26.4
8,2,0.75,0.9,0.4,0.2,0.3,22.8
8,2,0.9,0.2,0.4,0.2,0.3,31.8
8,2,0.9,0.45,0.4,0.2,0.3,27.3
8,2,0.9,0.7,0.4,0.2,0.3,22.8
8,2,0.9,0.9,0.4,0.2,0.3,19.2
8,3,0.25,0.2,0.9,0.3,0.4,60.0
8,3,0.25,0.45,0.9,0.3,0.4,55.5
8,3,0.25,0.7,0.9,0.3,0.4,51.0
